name,formula,adducts,mz,ccs
7-ketolithocholic acid,C24H38O4,[M+H-H2O],373.2737,193.5
Adamantanyl GlcCer,C36H63NO8,[M+H-H2O],620.452,260.63
C8 Ceramide (d17:1/8:0),C25H49NO3,[M+H-H2O],394.3679,222.6
12-PAHSA (C13 labeled),C1813C16H66O4,[M+H-H2O],537.5467,254.17
"14:0 BMP (S,R)",C34H67O10P,[M+H-H2O],649.4439,273.3
C18(2R-OH) Galactosyl(beta) Ceramide,C42H81NO9,[M+H-H2O],726.5878,290.3
Sphingosine (d16:1),C16H33NO2,[M+H-H2O],254.2478,179.97
16:0(2R-OH) Ceramide,C34H67NO4,[M+H-H2O],536.5037,259.83
C10 Ceramide (d18:1/10:0),C28H55NO3,[M+H-H2O],436.4149,234.43
C6(6-azido) GluCer,C30H56N4O8,[M+H-H2O],583.4065,249.3
N-C24:1-desoxymethylsphingosine,C41H79NO2,[M+H-H2O],600.6078,273.53
Sphingosine (d22:1),C22H45NO2,[M+H-H2O],338.3417,203.27
15:0-18:1 DG,C36H68O5,[M+H-H2O],563.5034,260.5
1-desoxymethylsphinganine,C17H37NO,[M+H-H2O],254.2842,180.9
7a-hydroxycholestenone,C27H44O2,[M+H-H2O],383.3308,214.73
beta-Muricholic acid,C24H40O5,[M+H-H2O],391.2843,200.07
C18 Galactosyl(b) Ceramide (d18:1/18:0),C42H81NO8,[M+H-H2O],710.5929,287.2
16:0-18:0 PC,C42H84NO8P,[M+H-H2O],744.5901,288.3
17:1 Lyso PS,C23H44NO9P,[M+H-H2O],492.2721,221.57
20:0(2R-OH) Ceramide,C38H75NO4,[M+H-H2O],592.5663,272.43
"4E,8Z-Sphingadiene",C18H35NO2,[M+H-H2O],280.2635,181.9
6-keto-5a-hydroxycholesterol,C27H46O3,[M+H-H2O],401.3414,214
ACe-1,C38H59N3O3,[M+H-H2O],588.4523,260.97
Glucosyl(a) Sphingosine (d18:1),C24H47NO7,[M+H-H2O],444.3319,221.83
18:0-16:0 DG,C37H72O5,[M+H-H2O],579.5347,264.53
18:0(2S-OH) Ceramide,C36H71NO4,[M+H-H2O],564.535,265.1
Sphingosyl PE (d18:1),C20H43N2O5P,[M+H-H2O],405.2876,216.7
16:0(2S-OH) Ceramide,C34H67NO4,[M+H-H2O],536.5037,259.57
C12 Ceramide-1-Phosphate (d18:1/12:0),C30H60NO6P,[M+H-H2O],544.4125,251.2
C4 Ceramide (d18:1/4:0),C22H43NO3,[M+H-H2O],352.321,206.9
N-C16-desoxymethylsphingosine,C33H65NO2,[M+H-H2O],490.4982,249.13
16:0 Lyso PI,C25H49O12P,[M+H-H2O],555.2929,239.63
20:0(2S-OH) Ceramide,C38H75NO4,[M+H-H2O],592.5663,271
18:1 Lyso PI,C27H51O12P,[M+H-H2O],581.3085,242.57
Adamantanyl Galactosyl(§) Ceramide,C36H63NO8,[M+H-H2O],620.452,259.4
C12 Glucosyl(b) Ceramide (d18:1/12:0),C36H69NO8,[M+H-H2O],626.499,269.1
C6(6-azido) Ceramide,C24H46N4O3,[M+H-H2O],421.3537,221.3
C8 Galactosyl(b) Ceramide (d18:1/8:0),C32H61NO8,[M+H-H2O],570.4364,252.7
Sphinganine (d18:0),C18H39NO2,[M+H-H2O],284.2948,190.67
N-tetradecanoyl-L-homoserine lactone,C18H33NO3,[M+H-H2O],294.2427,189
Sphingosine (d14:1),C14H29NO2,[M+H-H2O],226.2165,170.7
17:0 PS,C40H78NO10P,[M+H-H2O],746.533,282.63
13(S)HODE Ethanolamide,C20H37NO3,[M+H-H2O],322.274,182.23
1-deoxysphinganine,C18H39NO,[M+H-H2O],268.2999,186.03
1-desoxymethylsphingosine,C17H35NO,[M+H-H2O],252.2686,177.3
C18 Ceramide (d18:1/18:0),C36H71NO3,[M+H-H2O],548.5401,263.23
C6 Dihydroceramide (d18:0/6:0),C24H49NO3,[M+H-H2O],382.3679,222
12-PAHSA,C34H66O4,[M+H-H2O],521.4928,254.1
18:0(2R-OH) Sulfo GalCer,C42H81NO12S,[M+H-H2O],806.5446,299.73
C24:1 Ceramide (d17:1/24:1(15Z)),C41H79NO3,[M+H-H2O],616.6027,275.6
14:0 Lyso PA,C17H35O7P,[M+H-H2O],365.2087,199.27
15-keto PGF2a,C20H32O5,[M+H-H2O],335.2217,184.83
16:0-18:1 DG,C37H70O5,[M+H-H2O],577.519,264.6
C24 Ceramide (d18:1/24:0),C42H83NO3,[M+H-H2O],632.634,282.17
10:0 DG,C23H44O5,[M+H-H2O],383.3156,212.7
14(15) EET,C20H32O3,[M+H-H2O],303.2318,179.37
18:0 Lyso PS,C24H48NO9P,[M+H-H2O],508.3034,230.6
Azido sphingosine (d14:1),C14H28N4O2,[M+H-H2O],267.2179,169.47
"3a,6a,7a,12a-tetrahydroxy bile acid (THBA)",C24H40O6,[M+H-H2O],407.2792,202
C18:1 Galactosyl(b) Ceramide (d18:1/18:1(9Z)),C42H79NO8,[M+H-H2O],708.5772,285.03
"C24:1 Ceramide (d18:2(4E,8Z)/24:1(15Z))",C42H79NO3,[M+H-H2O],628.6027,276.03
Cholesterol (ovine),C27H46O,[M+H-H2O],369.3516,204.5
N-C16-deoxysphingosine,C34H67NO2,[M+H-H2O],504.5139,255.23
17:0(2S-OH) Ceramide,C35H69NO4,[M+H-H2O],550.5193,263.6
24:0(2S-OH) Ceramide,C42H83NO4,[M+H-H2O],648.6289,284.2
24:1(2R-OH) Ceramide,C42H81NO4,[M+H-H2O],646.6132,280.8
PGE1,C20H34O5,[M+H-H2O],337.2373,192.97
18:1(2S-OH) Ceramide,C36H69NO4,[M+H-H2O],562.5193,263.03
"4E,14Z-Sphingadiene",C18H35NO2,[M+H-H2O],280.2635,179.6
C24:1 Mono-sulfo galactosyl (alpha) ceramide (d18:1/24:1),C48H91NO11S,[M+H-H2O],872.628,308.57
N-dodecanoyl-L-homoserine lactone,C16H29NO3,[M+H-H2O],266.2114,179.53
08:0 DG,C19H36O5,[M+H-H2O],327.253,193.1
18:1-2:0 DG,C23H42O5,[M+H-H2O],381.2999,205.47
3-oxo chenodeoxycholic acid,C24H38O4,[M+H-H2O],373.2737,195.87
"7?,27-dihydroxy-4-cholesten-3-one",C27H44O3,[M+H-H2O],399.3257,218.57
C12 Mono-Sulfo Galactosyl(§) Ceramide  (d18:1/12:0),C36H69NO11S,[M+H-H2O],706.4558,277.63
C16 Ceramide (d18:1/16:0),C34H67NO3,[M+H-H2O],520.5088,256.97
C20 Ceramide (d18:1/20:0),C38H75NO3,[M+H-H2O],576.5714,270
12:0(2S-OH) Ceramide,C30H59NO4,[M+H-H2O],480.4411,247.43
16:0 Lyso PS,C22H44NO9P,[M+H-H2O],480.2721,223.7
"3a,6b,7a,12a-tetrahydroxy bile acid (THBA)",C24H40O6,[M+H-H2O],407.2792,197.8
3-oxo deoxycholic acid,C24H38O4,[M+H-H2O],373.2737,195.87
"6,7-diketolithocholic acid",C24H36O5,[M+H-H2O],387.253,201.57
C2 Ceramide (d18:1/2:0),C20H39NO3,[M+H-H2O],324.2897,198.57
N-palmitoyl homocysteine (PHC),C20H39NO3S,[M+H-H2O],356.2618,207.93
12-ketolithocholic acid,C24H38O4,[M+H-H2O],373.2737,195.93
16:0 Lyso PG,C22H45O9P,[M+H-H2O],467.2768,228.87
C8 Ceramide-1-Phosphate (d18:1/8:0),C26H52NO6P,[M+H-H2O],488.3499,236.5
13:0 Lyso PE,C18H38NO7P,[M+H-H2O],394.2353,204.73
16:0 Lyso PC,C24H50NO7P,[M+H-H2O],478.3292,232.47
17:1 Lyso PE,C22H44NO7P,[M+H-H2O],448.2822,213.23
17:1 Lyso PG,C23H45O9P,[M+H-H2O],479.2768,225.97
22:0(2R-OH) Ceramide,C40H79NO4,[M+H-H2O],620.5976,278.53
9-PAHSA,C34H66O4,[M+H-H2O],521.4928,256.33
C12 Galactosyl(b) Ceramide (d18:1/12:0),C36H69NO8,[M+H-H2O],626.499,269.1
C8 Galactosyl(a) Ceramide (d18:1/8:0),C32H61NO8,[M+H-H2O],570.4364,254.17
13:0 Lyso PS,C19H38NO9P,[M+H-H2O],438.2251,213.2
"18:1 BMP (R,R)",C42H79O10P,[M+H-H2O],757.5378,290.07
22:0(2S-OH) Ceramide,C40H79NO4,[M+H-H2O],620.5976,278.3
"3§,24S-dihydroxy-5-cholestenoic acid",C27H44O4,[M+H-H2O],415.3206,235.97
Galactosyl(§) Sphingosine (d18:1),C24H47NO7,[M+H-H2O],444.3319,221.93
Taurodeoxycholic acid,C26H45NO6S,[M+H-H2O],482.2934,206.13
7-keto-25-hydroxycholesterol,C27H44O3,[M+H-H2O],399.3257,213.47
"C24:0 Ceramide (d18:2(4E,8Z)/24:0)",C42H81NO3,[M+H-H2O],630.6183,279.53
C24:1 Galactosyl(b) Ceramide  (d18:1/24:1(15Z)),C48H91NO8,[M+H-H2O],792.6711,301.97
CoQ8,C49H74O4,[M+H-H2O],709.5554,278.77
24:0(2R-OH) Ceramide,C42H83NO4,[M+H-H2O],648.6289,284.7
"C16:0 Ceramide (d18:2(4E,8Z)/16:0)",C34H65NO3,[M+H-H2O],518.4931,254.87
Hyocholic acid,C24H40O5,[M+H-H2O],391.2843,199.83
C12 Di-Sulfo Galactosyl(§) Ceramide (d18:1/12:0),C36H69NO14S2,[M+H-H2O],786.4126,286.17
C16-Urea-Ceramide,C35H70N2O3,[M+H-H2O],549.5353,263.67
C2 Ceramide-1-Phosphate (d18:1/2:0),C20H40NO6P,[M+H-H2O],404.256,212.9
C24:1 Glucosyl(b) Ceramide (d18:1/24:1(15Z)),C48H91NO8,[M+H-H2O],792.6711,303.27
D-ribo-Phytosphingosine-1-Phosphate,C18H40NO6P,[M+H-H2O],380.256,203.37
C15 Ceramide (d18:1/15:0),C33H65NO3,[M+H-H2O],506.4931,253.4
C18:1 Ceramide (d17:1/18:1(9Z)),C35H67NO3,[M+H-H2O],532.5088,256.2
Glyco-gamma-muricholic acid,C26H43NO6,[M+H-H2O],448.3057,199.77
"18:1 BMP (S,S)",C42H79O10P,[M+H-H2O],757.5378,290.77
C17 Ceramide (d18:1/17:0),C35H69NO3,[M+H-H2O],534.5244,260.37
C6-Urea-Ceramide,C25H50N2O3,[M+H-H2O],409.3788,225.77
C8 Ceramide (d17:1/8:0),C25H49NO3,[M+H-H2O],394.3679,222.1
Ursocholic acid,C24H40O5,[M+H-H2O],391.2843,201.43
18:1 Lyso PE,C23H46NO7P,[M+H-H2O],462.2979,217.53
18:1 Lyso PG,C24H47O9P,[M+H-H2O],493.2925,230.77
Sphingosine (d20:1),C20H41NO2,[M+H-H2O],310.3104,195.4
18:1(2R-OH) Ceramide,C36H69NO4,[M+H-H2O],562.5193,262.2
27-hydroxycholesterol,C27H46O2,[M+H-H2O],385.3465,193.33
C14 Ceramide (d18:1/14:0),C32H63NO3,[M+H-H2O],492.4775,249.83
C18:1 Glucosyl(b) Ceramide (d18:1/18:1(9Z)),C42H79NO8,[M+H-H2O],708.5772,285.57
C6(6-azido) GalCer,C30H56N4O8,[M+H-H2O],583.4065,248.5
C8 Ceramide-1-Phosphate (d17:1/8:0),C25H50NO6P,[M+H-H2O],474.3343,232.8
Sphingosine-1-Phosphate (d17:1),C17H36NO5P,[M+H-H2O],348.2298,200.03
7?-hydroxycholesterol,C27H46O2,[M+H-H2O],385.3465,208.5
C18 Glucosyl(§) Ceramide (d18:1/18:0),C42H81NO8,[M+H-H2O],710.5929,287.93
C8 Dihydroceramide (d18:0/8:0),C26H53NO3,[M+H-H2O],410.3992,230.2
N-08:0 Phytosphingosine,C26H53NO4,[M+H-H2O],426.3941,231.2
12:0(2R-OH) Ceramide,C30H59NO4,[M+H-H2O],480.4411,244.83
17:0 Lyso PA,C20H41O7P,[M+H-H2O],407.2557,210.87
1-O-Acyl-Ceramide,C53H101NO4,[M+H-H2O],798.7697,317.77
C8 Glucosyl(b) Ceramide (d18:1/8:0),C32H61NO8,[M+H-H2O],570.4364,253.43
C16 Ceramide (d18:1/16:0),C34H67NO3,[M+H-H2O],520.508779,256.7
C18 Ceramide (d18:1/18:0),C36H71NO3,[M+H-H2O],548.5400774,263.44
C18:1 Ceramide (d18:1/18:1(9Z)),C36H69NO3,[M+H-H2O],546.5244282,259.92
C20 Ceramide (d18:1/20:0),C38H75NO3,[M+H-H2O],576.5713758,269.74
C22 Ceramide (d18:1/22:0),C40H79NO3,[M+H-H2O],604.6026742,275.54
C24 Ceramide (d18:1/24:0),C42H83NO3,[M+H-H2O],632.6339726,282.02
C24:1 Ceramide (d18:1/24:1(15Z)),C42H81NO3,[M+H-H2O],630.6183234,278.96
C16 Ceramide-d7 (d18:1-d7/16:0),C34H60D7NO3,[M+H-H2O],527.5520068,257.5
C18 Ceramide-d7 (d18:1-d7/18:0),C36H64D7NO3,[M+H-H2O],555.5833052,264.12
C24 Ceramide-d7 (d18:1-d7/24:0),C42H76D7NO3,[M+H-H2O],639.6772004,282.64
C24:1 Ceramide-d7 (d18:1-d7/24:1(15Z)),C42H74D7NO3,[M+H-H2O],637.6615512,279.5
16:0 SM (d18:1/16:0),C39H79N2O6P,[M+H-H2O],685.5642562,116.32
16:0-18:2 PA,C37H69O8P,[M-H],671.4657,259.87
16:0-18:2 PG,C40H75O10P,[M-H],745.5025,274.73
16:0-18:2 PS,C40H74NO10P,[M-H],758.4977,278.23
16:0-20:4 PA,C39H69O8P,[M-H],695.4657,264.3
16:0-22:6 PA,C41H69O8P,[M-H],719.4657,267.87
16:0-22:6 PS,C44H74NO10P,[M-H],806.4977,285.5
18:0-18:2 PA,C39H73O8P,[M-H],699.497,266.3
18:0-18:2 PS,C42H78NO10P,[M-H],786.529,284.33
18:0-20:4 PA,C41H73O8P,[M-H],723.497,270.3
18:0-22:6 PA,C43H73O8P,[M-H],747.497,273.9
18:2 PS,C42H74NO10P,[M-H],782.4977,280.9
C20:4 anandamide phosphate,C22H38NO5P,[M-H],426.2415,202
N-20:4 L-Serine (ARA-S),C23H37NO4,[M-H],390.265,199.67
16:0-20:4 PG,C42H75O10P,[M-H],769.5025,278.7
16:0-20:4 PS,C42H74NO10P,[M-H],782.4977,281.97
18:0-20:4 PS,C44H78NO10P,[M-H],810.529,287.8
18:0-22:6 PS,C46H78NO10P,[M-H],834.529,291.67
18:2 PA,C39H69O8P,[M-H],695.4657,262.1
18:3 PG,C42H71O10P,[M-H],765.4712,275
20:4 PA,C43H69O8P,[M-H],743.4657,270.43
20:4 PG,C46H75O10P,[M-H],817.5025,285.5
20:4 PS,C46H74NO10P,[M-H],830.4977,288.53
22:6 PS,C50H74NO10P,[M-H],878.4977,295.37
18:0-20:4 PE,C43H78NO8P,[M-H],766.5392,278.47
18:2 PG,C42H75O10P,[M-H],769.5025,278.73
22:6 PA,C47H69O8P,[M-H],791.4657,276.97
16:0-22:6 PG,C44H75O10P,[M-H],793.5025,283.03
18:0-20:4 PG,C44H79O10P,[M-H],797.5338,284.93
18:0-22:6 PG,C46H79O10P,[M-H],821.5338,289.17
22:6 PG,C50H75O10P,[M-H],865.5025,292.83
13(S)HODE,C18H32O3,[M-H],295.2279,179.83
15(S)-HETE,C20H32O3,[M-H],319.2279,186.3
17(S)-HDHA,C22H32O3,[M-H],343.2279,192
arachidonic acid-alkyne,C20H28O2,[M-H],299.2016,180.6
C16 LPA,C19H41O6P,[M-H],395.2568,199
12:0 PE,C29H58NO8P,[M-H],578.3827,240.3
16:0 PE,C37H74NO8P,[M-H],690.5079,265
16:0 PS,C38H74NO10P	,[M-H],734.4977,275.53
17:1 Lyso PI,C26H49O12P,[M-H],583.2889,235.13
24:1(2S-OH) Ceramide,C42H81NO4,[M-H],662.6093,283.57
C18:1 Cyclic LPA,C21H41O5P,[M-H],403.2619,199.9
Isodeoxycholic acid,C24H40O4,[M-H],391.2854,200.57
Regadenoson,C15H18N8O5,[M-H],389.1327,195.2
12:0 PG,C30H59O10P,[M-H],609.3773,247.53
16:1 PE,C37H70NO8P,[M-H],686.4766,261.17
"18:1 BMP (S,R)",C42H79O10P,[M-H],773.5338,283.67
18:1 CDP DG,C48H85N3O15P2,[M-H],1004.5383,313.97
20:4 Lyso PA,C23H39O7P,[M-H],457.2361,207.87
2-18:1 Lyso PE,C23H46NO7P,[M-H],478.2939,215.77
C16 Ceramide (d14:1/16:0),C30H59NO3,[M-H],480.4422,244.3
Cholic acid,C24H40O5,[M-H],407.2803,203.37
Taurodehydrocholic acid,C26H39NO7S,[M-H],508.2374,214.13
12:0 Biotin-18:1 PE,C45H83N4O10PS,[M-H],901.5494,298.73
16:0-18:1 Diether PE,C39H80NO6P,[M-H],688.565,267.83
18:0 Dibromo MG (S-isomer),C21H40Br2O4,[M-H],513.122,217.43
18:1 PE-benzylguanine,C55H90N7O10P,[M-H],1038.6414,323.43
4ME 16:0 Diether PE,C45H94NO6P,[M-H],774.6746,287.07
anteiso 15:0 fatty acid,C15H30O2,[M-H],241.2173,166.83
Dimethyl Sphinganine-1-Phosphate (d18:0),C20H44NO5P,[M-H],408.2884,203.5
16:0 Lyso PA,C19H39O7P,[M-H],409.2361,201.07
18:0 PI,C45H87O13P,[M-H],865.5811,298.97
18:0-18:1 PG,C42H81O10P,[M-H],775.5494,282.97
18:0-22:6 PE,C45H78NO8P,[M-H],790.5392,282.2
7-Ketodeoxycholic acid,C24H38O5,[M-H],405.2646,203.77
B-Py-C10-HPE,C47H70NO8P,[M-H],806.4766,285.23
C18:0 GM3 (synthetic),C59H108N2O21,[M-H],1179.7371,345.63
C8 Lactosyl(b) Ceramide (d18:1/8:0),C38H71NO13,[M-H],748.4852,282.2
DPH-propionic acid,C21H20O2,[M-H],303.139,201.87
Tauro-omega-muricholic acid,C26H45NO7S,[M-H],514.2844,209.9
06:0 PE,C17H34NO8P,[M-H],410.1949,202.17
16:0 Dodecanylamine PE,C49H97N2O9P,[M-H],887.6859,309.83
16:0 Lysyl PG,C44H87N2O11P,[M-H],849.5974,297.93
17:0(2R-OH) Ceramide,C35H69NO4,[M-H],566.5154,264.03
18:1 Dodecanyl PE,C53H98NO11P,[M-H],954.6804,319.33
C16 Galactosyl (B) Dihydroceramide (d18:0/16:0),C40H79NO8,[M-H],700.5733,287.17
Dehydrolithocholic acid,C24H38O3,[M-H],373.2748,205.87
Tauro-gamma-muricholic acid,C26H45NO7S,[M-H],514.2844,209.1
Taurohyodeoxycholic acid,C26H45NO6S,[M-H],498.2895,207.9
18:0(2R-OH) Ceramide,C36H71NO4,[M-H],580.531,267.2
18:2 Lyso PA,C21H39O7P,[M-H],433.2361,203.13
C18:1 LPA,C21H43O6P,[M-H],421.2724,204.03
C18:2 anandamide phosphate,C20H38NO5P,[M-H],402.2415,196.87
C24:1 Lactosyl(beta) Ceramide (d18:1/24:1),C54H101NO13,[M-H],970.72,318.73
N-24:0 (2S-OH) Phytosphingosine,C42H85NO5,[M-H],682.6355,289.9
N-C12-desoxymethylsphinganine,C29H59NO2,[M-H],452.4473,228.83
C2 Ceramide (d17:1/2:0),C19H37NO3,[M-H],326.2701,189.47
18:0 PA,C39H77O8P,[M-H],703.5283,270.03
Lactosyl(beta) Sphingosine (d18:1),C30H57NO12,[M-H],622.3808,254.77
"14:0 Hemi BMP (S,R)",C48H96NO11P,[M-H],892.6648,305.77
15:0-18:1 PG,C39H75O10P,[M-H],733.5025,273.67
16:0 azidocaproyl PE,C43H83N4O9P,[M-H],829.5825,296.63
16:0 Lyso PE,C21H44NO7P,[M-H],452.2782,211.67
20:4 Lyso PI,C29H49O12P,[M-H],619.2889,240.73
3-oxocholic acid,C24H38O5,[M-H],405.2646,201.03
Adamantanyl GlcCer,C36H63NO8,[M-H],636.4481,264.63
BMP22,C22H39O3P,[M-H],381.2564,198.4
C12 Sphingosyl PE (d17:1/12:0),C31H63N2O6P,[M-H],589.4351,245.43
C8 Ceramide (d17:1/8:0),C25H49NO3,[M-H],410.3639,215.17
Palmitic acid (15-yne),C16H28O2,[M-H],251.2016,166.77
10:0 PS,C26H50NO10P,[M-H],566.3099,238.13
12-PAHSA (C13 labeled),C1813C16H66O4,[M-H],553.5427,241.47
"14:0 BMP (S,R)",C34H67O10P,[M-H],665.4399,262.43
14:0 PE,C33H66NO8P,[M-H],634.4453,252.7
16:0 Phosphatidylpropanol,C38H75O8P,[M-H],689.5127,264.63
"18:1 Hemi BMP (S,R)",C60H111O11P,[M-H],1037.7791,335.37
18:1 Succinyl PE,C45H82NO11P,[M-H],842.5552,296.37
4ME 16:0 PG,C46H91O10P,[M-H],833.6277,295.03
C18(2R-OH) Galactosyl(beta) Ceramide,C42H81NO9,[M-H],742.5838,293.33
Glycoursodeoxycholic acid,C26H43NO5,[M-H],448.3068,200.37
Isolithocholic acid,C24H40O3,[M-H],375.2905,208.37
16:0 3-deoxy-C1P,C34H68NO5P,[M-H],600.4762,253
16:0(2R-OH) Ceramide,C34H67NO4,[M-H],552.4997,260.47
16:0-18:1 Phosphatidylethanol-IsoPure,C39H75O8P,[M-H],701.5127,266.23
18:1 Cyclic LPA,C21H39O6P,[M-H],417.2411,201.17
3b-hydroxy-5-cholestenoic acid,C27H44O3,[M-H],415.3218,213.57
Alloisolithocholic acid,C24H40O3,[M-H],375.2905,208.07
C10 Ceramide (d18:1/10:0),C28H55NO3,[M-H],452.4109,236.2
C6(6-azido) GluCer,C30H56N4O8,[M-H],599.4025,257
16:0-succinoyl PC,C28H54NO10P,[M-H],594.3412,241.8
18:1 Monomethyl PE,C42H80NO8P,[M-H],756.5548,276.67
18:1 PDP PE,C49H85N2O9PS2,[M-H],939.5361,310.2
beta-Muricholic acid,C24H40O5,[M-H],407.2803,210.13
C16 Dihydroceramide-1-Phosphate (d18:0/16:0),C34H70NO6P,[M-H],618.4868,256.67
C24 Mono-Sulfo Galactosyl(b) Ceramide (d18:1/24:0),C48H96N2O11S,[M-H],907.6662,303.87
17:1 Lyso PS,C23H44NO9P,[M-H],508.2681,221.6
18:0(2S-OH) Sulfo GalCer,C42H81NO12S,[M-H],822.5406,290.13
20:0(2R-OH) Ceramide,C38H75NO4,[M-H],608.5623,272.8
"3b,7b-dihydroxy-5-cholestenoic acid",C27H44O4,[M-H],431.3167,214.5
C18(2S-OH) Galactosyl(b) Ceramide,C42H81NO9,[M-H],742.5838,293.37
Dioxolithocholic acid,C24H36O5,[M-H],403.249,206.1
"Tauro-b-muricholic acid, sodium salt",C26H45NO7S,[M-H],514.2844,209.23
w-Muricholic acid,C24H40O5,[M-H],407.2803,209.9
a-Muricholic acid,C24H40O5,[M-H],407.2803,211.27
3-oxo-4-cholestenoic acid,C27H42O3,[M-H],413.3061,211.67
C16 Ceramide-1-Phosphate (d18:1/16:0),C34H68NO6P,[M-H],616.4711,259.7
N-02:0 Phytosphingosine,C20H41NO4,[M-H],358.2963,198.67
18:0(2S-OH) Ceramide,C36H71NO4,[M-H],580.531,267.07
18:1 (delta9-Cis) PG,C42H79O10P,[M-H],773.5338,280.83
Lyso iGB3 (synthetic),C36H67NO17,[M-H],784.4336,281.93
Murideoxycholic acid,C24H40O4,[M-H],391.2854,210.57
Sphingosyl PE (d18:1),C20H43N2O5P,[M-H],421.2837,207.23
Sphingosyl PI (d18:1),C24H48NO10P,[M-H],540.2943,229.8
08:0 PS,C22H42NO10P,[M-H],510.2473,224.93
12:0 PS,C30H58NO10P,[M-H],622.3725,250.83
16:0(2S-OH) Ceramide,C34H67NO4,[M-H],552.4997,252.83
20:4 PE,C45H74NO8P,[M-H],786.5079,278.33
"3§,7?-dihydroxy-5-cholestenoic acid",C27H44O4,[M-H],431.3167,207.7
C12 Ceramide-1-Phosphate (d18:1/12:0),C30H60NO6P,[M-H],560.4085,239.77
C4 Ceramide (d18:1/4:0),C22H43NO3,[M-H],368.317,201.27
sphinganine-1-phosphate (d17:0),C17H38NO5P,[M-H],366.2415,191.33
15:0 PG,C36H71O10P,[M-H],693.4712,265.83
15:0-18:1 PA,C36H69O8P,[M-H],659.4657,258.07
16:0 Lyso PI,C25H49O12P,[M-H],571.2889,233.97
18:1 Lysyl PG,C48H91N2O11P,[M-H],901.6287,306
18:1 Phosphatidylethanol,C41H77O8P,[M-H],727.5283,270.53
18:1 Phosphatidylmethanol,C40H75O8P,[M-H],713.5127,267.93
20:0(2S-OH) Ceramide,C38H75NO4,[M-H],608.5623,272.97
"3§,7?,25-trihydroxy-5-cholestenoic acid",C27H44O5,[M-H],447.3116,213.5
3§-hydroxy-7-oxo-5-cholestenoic acid,C27H42O4,[M-H],429.301,213.63
C6(6-azido) LacCer,C36H66N4O13,[M-H],761.4553,282.33
Glycodehydrocholic acid,C26H37NO6,[M-H],458.2548,201.43
"Tauro-?-muricholic acid, sodium salt",C26H45NO7S,[M-H],514.2844,209.1
06:0 PG,C18H35O10P,[M-H],441.1895,209.47
08:0 PG,C22H43O10P,[M-H],497.2521,222.2
15beta-PGF1a,C20H36O5,[M-H],355.249,195.1
16:0 PA,C35H69O8P,[M-H],647.4657,257
16:0-17:0 cyclo PE,C38H74NO8P,[M-H],702.5079,266.5
18:1 Lyso PI,C27H51O12P,[M-H],597.3045,238.03
C12 Glucosyl(b) Ceramide (d18:1/12:0),C36H69NO8,[M-H],642.495,271.37
C6(6-azido) Ceramide,C24H46N4O3,[M-H],437.3497,218.37
C8 Galactosyl(b) Ceramide (d18:1/8:0),C32H61NO8,[M-H],586.4324,256.6
N-oleoylglycine,C20H37NO3,[M-H],338.2701,191.57
PE(18:1(9Z)/18:1(9Z)),C41H78NO8P,[M-H],742.5392,273.93
Taurocholic acid,C26H45NO7S,[M-H],514.2844,207.2
18:0-20:4 PI,C47H83O13P,[M-H],885.5498,298.9
18:1 Dimethyl PE,C43H82NO8P,[M-H],770.5705,279.4
24:0 CPE (d18:1/24:0),C44H89N2O6P,[M-H],771.6385,287.6
4ME 16:0 PE,C45H90NO8P,[M-H],802.6331,288.17
C32:6 fatty acid,C32H52O2,[M-H],467.3894,217.9
Dimethyl Sphingosine-1-Phosphate (d18:1),C20H42NO5P,[M-H],406.2728,204
N-tetradecanoyl-L-homoserine lactone,C18H33NO3,[M-H],310.2388,184.37
PGF1a,C20H36O5,[M-H],355.249,195.57
16:0 PDP PE,C45H81N2O9PS2,[M-H],887.5048,301.93
16:0-18:1 PA,C37H71O8P,[M-H],673.4814,261.53
16:0-18:1 PS (POPS),C40H76NO10P,[M-H],760.5134,279.7
17:0 PS,C40H78NO10P,[M-H],762.529,281.63
18:0-18:1 PE,C41H80NO8P,[M-H],744.5548,276.07
5-DOXYL Stearic acid,C22H42NO4,[M-H],383.3041,205
5-PAHSA,C34H66O4,[M-H],537.4888,241.2
C2 Dihydroceramide (d18:0/2:0),C20H41NO3,[M-H],342.3014,195.57
Hyodeoxycholic acid,C24H40O4,[M-H],391.2854,210.47
N-P Tyrosine PA,C25H42NO7P,[M-H],498.2626,221.43
(15R)-PGE2,C20H32O5,[M-H],351.2177,189
C16 Cyclic LPA,C19H39O5P,[M-H],377.2462,194.23
C6 Dihydroceramide (d18:0/6:0),C24H49NO3,[M-H],398.3639,211.13
Nordeoxycholic acid,C23H38O4,[M-H],377.2697,199.2
12-PAHSA,C34H66O4,[M-H],537.4888,240.63
14:0 Diether PG,C34H71O8P,[M-H],637.4814,257.6
16:0 Phosphatidylmethanol,C36H71O8P,[M-H],661.4814,258.47
18:0(2R-OH) Sulfo GalCer,C42H81NO12S,[M-H],822.5406,290.5
13:0 Lyso PG,C19H39O9P,[M-H],441.2259,207.7
14:0 Lyso PA,C17H35O7P,[M-H],381.2048,192.93
14:0 PS,C34H66NO10P,[M-H],678.4351,263.4
15-keto PGF2a,C20H32O5,[M-H],351.2177,187.97
16:0 DGS,C39H72O8,[M-H],667.5154,264.7
16:0 Phosphatidylbutanol,C39H77O8P,[M-H],703.5283,267.7
