"","mz","rt","LungNodule_2","LungNodule_3","LungNodule_4","LungNodule_5","LungNodule_6","LungNodule_8","LungNodule_9","LungNodule_10","LungNodule_11","LungNodule_12","LungNodule_13","LungNodule_14","LungNodule_15","LungNodule_16","LungNodule_17","LungNodule_18","LungNodule_19","LungNodule_20","LungNodule_21","LungNodule_22","LungNodule_23","LungNodule_24","LungNodule_25","LungNodule_26","LungNodule_27","LungNodule_28","LungNodule_29","LungNodule_33","LungNodule_34","LungNodule_36","LungNodule_37","LungNodule_38","LungNodule_41","LungNodule_42","LungNodule_44","LungNodule_45","LungNodule_46","LungNodule_47","LungNodule_49","LungNodule_50","LungNodule_52","LungNodule_53","LungNodule_55","LungNodule_56","LungNodule_57","LungNodule_58","LungNodule_63","LungNodule_64","LungNodule_65","LungNodule_66","LungNodule_68","LungNodule_72","LungNodule_73","LungNodule_74","LungNodule_75","LungNodule_76","LungNodule_77","LungNodule_78","LungNodule_80","LungNodule_81","LungNodule_82","LungNodule_83","LungNodule_85","LungNodule_86","LungNodule_87","LungNodule_89","LungNodule_91","LungNodule_92","LungNodule_93","LungNodule_97","LungNodule_99","LungNodule_100","LungNodule_101","LungNodule_102","LungNodule_103","LungNodule_105","LungNodule_106","LungNodule_107","LungNodule_108","LungNodule_109_2","LungNodule_110","LungNodule_111","LungNodule_112","LungNodule_113","LungNodule_114","LungNodule_115","LungNodule_116","LungNodule_117","LungNodule_118","LungNodule_119","LungNodule_121","LungNodule_122","LungNodule_124","LungNodule_125"
"group","mz","rt","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Benign","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer","Cancer","Benign","Benign","Cancer","Cancer","Benign","Cancer","Benign","Cancer","Cancer"
"M822.5593T180.6","822.5593","180.6","29723","21020","16895","25472","30623","23342","25384","26526","30875","18196","26995","31638","29051","14548","15213","34635","20742","30713","21593","16074","42643","20676","32441","45409","13143","23581","22079","16599","14390","25089","40033","11338","11396","27667","35318","13216","26181","15720","24741","10881","9894","19058","111456","31132","22355","25420","7097","13863","23614","13430","10602","13990","6172","17587","10633","8354","14044","20637","9205","29743","25954","21126","28247","28995","44780","20433","4566","14452","26173","28460","12882","27086","28547","22671","42650","12138","50478","50913","28646","0","52634","26330","66971","54439","32660","37250","31770","24592","20471","29307","37186","34951","35140","36081"
"M169.9859T206.4","169.9859","206.4","9682","8807","6120","9897","10361","10707","12634","10460","11069","12748","13379","13227","12100","11647","12207","11831","10203","11300","10464","14108","13358","14992","12265","13074","8785","13601","19244","11708","9397","12671","13485","7570","14743","16167","12177","9987","13749","11496","13499","8002","9523","12516","11776","10226","12968","14276","6712","16535","9499","13648","6673","13114","7584","6465","10636","10368","14034","12654","11653","15050","13690","7403","13139","12750","11479","15126","11184","11473","12207","12402","11498","14208","11807","11819","16299","14512","8521","14813","13895","17024","16154","11681","15034","15372","5058","14828","14410","13536","14392","19809","16123","17332","16097","17577"
"M90.0555T394.8","90.0555","394.8","40400","60517","58766","76798","90398","32657","65358","34245","71941","38692","65440","61162","63571","24368","68236","63623","61660","70950","32566","34494","34183","32648","115551","50674","32911","19150","40466","46102","34920","45116","41576","34495","38787","15650","16831","49321","41743","38981","17001","76283","71010","17666","21951","21217","11935","11993","39761","23604","46438","57044","51447","19757","58305","16326","15562","45399","29067","44914","57040","39545","41160","17021","22021","17769","29477","45699","24048","35038","13599","29574","18113","19081","16329","19693","12205","8960","32902","16882","23516","2019","15925","16080","23271","27910","10519","9207","23881","21820","26114","26629","14187","13641","18537","33726"
"M829.5672T166.8","829.5672","166.8","26184","15724","13437","21812","20818","15031","15285","16927","20241","12752","20024","21999","21732","15772","13944","26016","21675","19091","16423","11690","32650","15505","21537","32286","15704","19658","13088","15795","16671","20300","30345","14920","12388","29558","24351","12788","23712","11664","20759","10826","35848","14723","104757","29557","17363","24381","8211","8909","16664","8783","8145","10779","5843","6067","9045","9967","7635","10981","13081","28350","28008","13507","30261","25155","41703","16611","4555","16395","17186","18629","14489","23421","26456","19372","33887","10748","36114","40846","24470","0","34102","12977","51880","32811","20044","24965","25931","12695","14377","19053","33038","25172","25153","23852"
"M638.999T298.2","638.999","298.2","35268","35244","37137","34060","37289","38785","41752","36419","36169","35699","37021","35222","37026","37768","36494","25393","35293","25152","23146","31591","35698","35680","32847","36029","37164","35519","34007","32294","33116","30967","30852","31866","39291","35216","36268","35355","26025","29888","30195","24841","36554","34848","33915","30707","36087","33414","32653","35554","32382","23956","20232","32011","30209","34029","33297","34144","32199","30684","33986","31603","34021","26038","33172","36173","32315","30739","31569","30910","31721","30073","28140","26650","30163","25597","27763","3923","22913","33489","26286","43718","28745","24923","28690","25671","23832","29266","38544","67679","92947","188398","279273","284371","322202","311188"
"M851.5796T175.8","851.5796","175.8","31083","20285","17184","27196","27829","20348","22286","23684","26440","18076","21728","28639","23643","12387","12196","28036","17086","26681","17255","16252","41774","18886","27184","37491","13240","19142","18849","11617","11684","22375","38226","9576","11413","31997","28373","9446","26313","13056","16211","7225","24994","14227","127928","22567","15821","17364","5633","9467","17211","8584","7721","8829","3743","11335","8004","7655","10728","13981","8407","26211","21301","13224","24241","19487","31399","13630","3393","11998","22717","18766","11058","21916","30301","22990","39910","10439","46689","52413","25958","0","46660","18309","63283","48725","24217","32484","21679","18333","15264","21041","38472","29877","25299","29192"
"M788.5568T232.2","788.5568","232.2","36937","42309","58085","29399","32359","47770","34336","64608","35436","34102","53979","70275","33394","38499","34970","65133","31381","51124","57749","78765","49401","71231","44503","79649","31491","52661","74611","34856","35812","86349","6560","43225","40433","52291","32556","19780","31919","36187","40877","52404","46687","32497","70944","42954","67497","39411","41039","51118","32553","47154","38471","72621","44710","52789","46136","45636","77499","31077","70255","57842","47378","34947","37665","50409","58133","31016","41750","60995","25583","68262","37685","37321","64890","60980","49987","51634","80159","47217","45821","7602","51678","38673","57727","59672","29340","84882","50353","63716","43586","47965","43734","37637","42034","52883"
"M836.5789T155.4","836.5789","155.4","33057","17443","13417","24212","23620","18363","21282","22067","26298","17327","24693","33406","27287","15569","15184","30604","20267","25495","20573","11396","45424","7673","29613","50815","17674","22165","5872","16423","17343","30669","48153","12402","9831","39845","29212","13004","28822","12563","23253","5810","31695","16274","135865","22271","21102","22170","5996","10812","17520","8955","7747","10963","5674","17693","10954","8590","14338","19137","11436","37556","28035","13244","30336","23231","35304","15338","0","15738","29724","18342","12035","24157","34050","24195","38592","8736","47958","56532","29487","0","45969","21522","59383","60829","26909","34215","21335","20787","16942","24023","53994","32102","33967","33196"
"M362.0892T180.6","362.0892","180.6","36765","41560","24169","11933","40349","46367","34484","43155","44242","27705","22751","19361","31092","25227","31927","18859","31747","34442","37018","16212","34145","26530","30017","47904","33240","42640","31247","27897","43972","43534","29361","33424","35393","11409","30801","39458","40440","41610","43885","27439","38176","47785","18451","44441","42063","31132","25781","28714","38950","40001","29078","42701","8830","9384","31365","22486","22729","12639","30798","25468","39678","28591","29882","18326","26196","29592","32873","26003","19318","13388","26396","17804","3933","5596","15082","7814","8568","6566","40083","5496","23982","9202","21696","22528","35752","36024","33405","13965","43026","29734","19876","11286","0","26116"
"M1216.8347T117.6","1216.8347","117.6","41001","23903","24204","35639","36182","27383","18675","31590","29942","21639","19820","51304","26240","3223","8565","36019","4788","50916","30829","18593","68921","23019","49757","60198","5906","26623","22739","7603","7912","43632","51196","4734","9189","33031","50402","16400","31141","16146","12174","6151","9638","23768","159518","17289","30670","5845","3768","21047","9121","15554","3712","10639","2690","29484","2533","4266","9147","8342","7356","66074","42919","26460","52703","24631","43140","25609","0","7008","18864","24128","5503","39551","34326","27263","46236","14664","73034","64362","46670","0","55789","53281","70134","88326","62771","53313","15348","32650","37135","54455","90623","58576","68803","65702"
"M736.5048T114.6","736.5048","114.6","65723","107256","28930","68915","25098","17730","11582","63814","23030","129620","12484","12877","13483","7804","6122","12891","11315","65446","27274","69592","80194","366964","101145","123779","7144","106690","155863","11591","7243","51039","150177","10289","53750","101706","125958","39177","78356","80983","15521","13932","29354","76428","383270","16400","33646","13743","13605","62864","22933","79961","15538","10878","9751","76096","11567","11557","6820","8559","8063","57785","17937","304471","24587","12699","24081","30945","6148","8750","10176","37447","13082","61387","160276","133156","240694","95337","254444","235298","190551","0","272039","137001","318265","211158","138668","213319","23029","17223","109894","116227","84359","176301","113731","162762"
"M624.4454T92.4","624.4454","92.4","570427","59160","226604","23165","13900","371473","188479","8033","10710","48003","10897","14203","10105","5029","20031","13110","9751","101456","10588","44218","30258","25479","14980","39990","11780","41730","44490","132280","21658","228763","99849","5099","135037","76623","159282","32203","281816","114521","8023","53401","216864","139029","316848","51161","35403","108513","91784","86723","34882","48917","84535","16185","17808","41268","29954","116082","29913","24159","9122","145668","108283","149954","81499","167592","365564","13267","145723","61808","16875","37981","67146","77713","80314","61908","93617","53345","97879","149963","47453","0","118510","11561","156137","86919","15718","43284","12700","34571","17261","15974","127012","51192","13450","22467"
"M153.0902T74.4","153.0902","74.4","16915","21357","29239","15617","21176","21241","15922","19370","22480","13770","22791","18509","16439","21096","19363","13916","19513","20885","18736","22031","19438","24555","15502","14266","16159","18397","31191","12466","15144","16592","16038","14989","21683","22074","11531","21059","25833","28111","12896","22665","15047","17286","13582","16046","19419","17443","14016","29112","14377","22465","20744","17853","12815","12613","20595","17860","20753","16587","12988","19405","18008","35721","13508","16256","14362","17538","18211","15072","14040","11713","16272","15087","17129","18371","16720","25794","24978","13182","16907","9666","12966","11808","14847","13176","44492","19710","13149","17743","14019","17491","18591","17389","15221","13766"
"M984.6641T131.4","984.6641","131.4","41816","37101","22368","29770","38604","35873","33218","35494","46085","31505","35396","27090","35679","20718","15283","33322","27587","25711","21248","17389","25108","52660","42392","42282","17086","33211","31324","27865","17919","15045","38814","18127","14955","27731","46739","17171","18825","15150","40685","3462","58253","30360","103913","67310","32612","38847","32462","23641","66852","18028","23796","29426","16768","41332","25738","15648","17657","25481","10987","25594","23852","71753","26777","33902","54712","30959","11771","22183","27631","76417","29027","17101","39898","31146","58906","23666","61200","60692","37677","0","67484","41895","64200","52356","45803","51062","73374","39442","27800","48406","20886","42605","48844","44432"
"M386.0769T349.8","386.0769","349.8","15771","21962","17948","11937","23059","33801","27401","16280","29013","31275","28911","43208","46506","35859","26133","31939","30550","12799","39593","31147","34629","25838","26557","41994","59757","50117","23613","65254","40156","11716","33862","44381","8760","10037","58842","39785","12791","20449","60076","69028","45942","61441","8891","69170","66168","65101","59856","40551","36986","28245","57335","63105","81009","46384","85678","64372","73721","45390","72647","48550","48356","49480","46866","47933","60072","40259","62693","72965","63431","55257","62841","26787","14129","19136","28394","51446","41386","31388","21543","3170","24095","58956","16879","33448","25853","56205","73576","50255","44598","44113","27938","17944","28182","26625"
"M371.2076T174","371.2076","174","10673","14788","10662","10775","21358","21000","12013","18303","46888","57530","47457","13420","37509","12110","11138","12037","5807","16705","17854","8368","76613","48873","81443","37034","75175","82938","71210","39350","66052","39086","31539","93327","80172","44631","46034","72450","56399","128013","78836","173487","89825","33406","44962","116459","64046","39585","70393","17192","86628","38162","21462","57974","29977","6483","42727","89782","20429","21830","50659","43917","74615","47208","57784","38114","61649","48651","65329","94634","25568","80563","21625","38519","41220","34783","54255","27687","32499","34770","56707","3051","35499","35137","66817","9770","97590","47635","165602","42379","79779","128340","9926","16664","62300","52716"
